first_5_words,inhoud,Review,sentiment
Geschreven bij Skechers Oak Canyon,"heren wandelschoenen - Blauw - Maat 43 De maatvoering is goed. Lopen goed, ook zonder sokken. Uitstekend voor wandelingen in de bergen.",,1
Geschreven bij Jack Wolfskin Vojo,"3 Texapore Mid Wandelschoenen Vrouwen - Maat 39 stevige schoen,valtwel klein",,1
Geschreven bij Regatta Samaris V,Waterdichte Wandelschoenen - Kinderen - Grijs - Maat 39 Lopen heerlijk. Heb ze aan tijdens mijn werk. Loop veel en geen last van pijnlijke voeten in deze schoenen. Ook goed waterdicht. Zeer nette prijs. Zal deze schoenen in de toekomst zeker weer kopen.,,1
Geschreven bij Meindl Ohio 2,"Gore-tex 3889-49 - Kleur Blauw - Maat 43 Gekocht voor mijn man omdat hij graag wandelt. Hij had dit merk al in een laag model. Deze vind hij veel fijner omdat ze hoog zijn. Hij zegt er geen zweet voeten in te krijgen, vind ze heerlijk zitten en draagt nu ook altijd. Kortom meer dan een aanrader! Alleen ze zijn echt niet blauw, maar gewoon zwart! Ook erg mooi. Besteld via een partner van bol.",,1
Geschreven bij Grisport Everest Mid,"Wandelschoenen Unisex - Beige - Maat 43 Altijd heb ik Hawks wandelschoenen gehad. Nu op advies overgestapt op Grisport.In een winkel deze schoenen gaan passen, wat liepen ze fijn!Vervolgens bij bol.com besteld (35 euro goedkoper dan in de winkel). De eerste twee wandelingen liepen ze heerlijk. Inlopen was niet nodig, vanaf eerste seconde merkte ik dat ik hele goede, degelijke schoenen had gekocht.Maar vanaf mijn derde wandeling knelt mijn rechterschoen enorm aan de rechterkant, bijna vooraan in de overgang van zijkant naar de bovenkant. Dit doet pijn en ook nadat ik de schoen heb laten uitwijden bij de schoenmaker, blijft dit pijnlijk. Echter, na 10 minuten trekt dit grotendeels weg en kan ik op zich prima lopen, maar een klein beetje voelen doe ik het dan nog altijd.Links heb ik nergens last van en die loopt heerlijk.Gezien de goede recensies denk ik dat ik gewoon pech heb en is mijn rechtervoet misschien iets groter dan links? (nog nooit last van gehad bij andere schoenen). Als ik rechts hetzelfde gevoel zou hebben als links, waren het 5 sterren geweest.",,1
Geschreven bij Grisport Graz Mid,Wandelschoenen Unisex - Blue - Maat 39 Lopen prima,,1
Merrell echt een topmerk!,,,1
Geschreven bij Lomer Spider Ultra,"MTX zwart geel wandelschoenen uni - Copy (40000.A.09) Ik heb deze schoenen een paar maanden. Ze zitten fijn en het profiel is goed, alleen zijn ze niet waterdicht. Een wandeling door nat gras betekent natte sokken. Heel jammer.",,-1
Geschreven bij Lomer - Spider,"Ultra MTX-Terra - maat 44 Zeer goede schoenen, perfecte pasvorm, zitten goed stevig om de voet kortom een prima schoen met een mooi uiterlijk!",,-1
Geschreven bij Meindl Ohio 2,"Gore-tex Dames Wandelschoenen 3888-49 - Kleur Blauw - Maat 39 Vandaag ontvangen, heel erg blij mee.Stevige maar soepele schoenen.Heerlijke zacht stof van binnen.Snelle levering. Helemaal prima dus!",,1
Geschreven bij Meindl Ohio Lady,Ohio 2 GTX - Dames - Wandelschoen - A/B - Bruin Hele fijne wandelschoenen,,1
Geschreven bij Meindl Ohio Lady,"2 GTX - Dames - Wandelschoen - A/B - Bruin Zeer comfortabel, ik heb ze niet moeten inlopen want ze voelen direct goed aan en ik heb geen pijn of last gevoeld na mijn eerste staptocht. Ik kocht eerder al een identiek paar van dit merk en zal dit opnieuw doen wanneer ze versleten zijn.",,1
Geschreven bij Keen Newport Heren,Wandelsandalen Bison | Bruin | Leer | Maat 41 | K1001870 Mijn vorige KEENS waren na vele jaren intensief gebruik aan vervanging toe. Stevige sandaal waar je ook op ruw terein mee uit de voeten kan!,,1
Geschreven bij Lomer New Valiant,"Analina Zwart Wandelschoen Heren - maat 39 Het is voor mij, de prijs/kwaliteit aanvaardbaar.",,1
Geschreven bij Wolky Comfortschoenen Roll,Slide zwart leer Fijne schoenenHet is al het derde paarIk loop al jaren op dit merk,,1
Geschreven bij Wolky Comfortschoenen Roll,"Slide zwart leer Heb maat 39, maar is veel te klein. Heb paar dagen aangehad om toch te proberen,maar past echt niet. Zo jammer",,1
Geschreven bij Wolky Comfortschoenen Roll,Slide zwart leer Heerlijke gemakkelijke slippers,,1
Geschreven bij Wolky Comfortschoenen Roll,Slide zwart leer 5 sterren gegeven dus toelichting overbodig,,1
Geschreven bij Wolky Comfortschoenen Roll,Slide zwart leer Makkelijke instapperMooie slipper,,1
Geschreven bij Meindl Eppan Gore-tex,Dames Wandelschoenen 5541-49 - Kleur Blauw - Maat 40 Gweldige wandelschoenen. Zeer aangenaam voor de voeten omdat ze wat ruimte in de breedte bieden. Niet zwaar.,,1
Geschreven bij Meindl Eppan Gore-tex,"Dames Wandelschoenen 5541-49 - Kleur Blauw - Maat 41.5 Deze schoenen zijn niet waterdicht. Als ik een half uur door het natte gras gelopen heb, dan zijn mijn sokken nat. Zijn geretourneerd naar Meindl en getest. Volgens Meindl zijn ze wel waterdicht, dus zo retour gekregen. Een dure miskoop, want het probleem is niet opgelost. Had ze speciaal gekocht omdat ik veel door de weilanden loop. Verkoper kan er verder ook niks mee, dus ik heb een paar lekke wandelschoenen waar ik weinig aan heb. Voor mij geen schoenen van Meindl meer. Loop nu op regenlaarzen van 20 euro als t gras nat is. Lopen beroerd, maar zijn wel waterdicht.",,1
Geschreven bij Lomer Maipos MTX,"zwart wandelschoenen uni (70004.B.02) Heel erg mooie schoenen, zeker voor waterdichte. Geschikt voor zowel casual als nette gelegenheden. Ze voelen heel degelijk aan. Voor mijn reuma helaas niet voldoende steun bij de hiel/achillespees dus om die reden weer teruggestuurd.",,1
Geschreven bij Meindl Linosa Identity,Dunkelbraun - UK 13 comfortabele schoen die ook nog eens mooi oogt en een lange levensduur heeft,,1
Geschreven bij Meindl Linosa Identity,Dunkelbraun - UK 13 Schoen sluit perfect om de voet heen is soepel en toch stevig gewoon een super wandelschoen. Loopt heerlijk. Top,,1
Geschreven bij Meindl Vakuum Ultra,Gore-tex Heren Wandelschoenen 2849-46 - Kleur Bruin - Maat 42.5 Schoen loopt heerlijk maar is na drie jaar niet intensief gebruik versleten. Zolen laten los van binnenwerk. Ik ben niet de enige die deze klacht heeft!Ook stiksels zijn al stuk geweest.,,-1
Geschreven bij Meindl Vakuum Ultra,Gore-tex Heren Wandelschoenen 2849-46 - Kleur Bruin - Maat 42.5 Ik gebruik dit merk al vele jaren. Loopt prima!,,-1
Geschreven bij Meindl Wandelschoenen Schoenen,"zitten heerlijk, en heb er veel vooraf gepast. Deze zaten het lekkerst en lopen na 5 jaar nog steeds fijn. Stiksels op de voorvoet laat al snel overal los, waardoor je schoenen geheel niet meer waterdicht zijn. Voor zoveel geld hoort dit niet. Klacht komt vaak voor.",,-1
Geschreven bij Grisport Siena Low,Dames Wandelschoenen - Groen/Roze - Maat 39 Gistermiddag om 15.00 uur werden ze bezorgd. Stapte er meteen fijn in en hele avond in huis aan gehouden. Vanochtend op zeer oneffen wandelpaden uitgeprobeerd. Lopen fantastisch. Goede grip en geen centje pijn! En zien er nog leuk uit ook! Ben er heel erg blij mee.,,1
Geschreven bij Grisport Siena Low,Dames Wandelschoenen - Groen/Roze - Maat 36 De schoenen zitten perfect.,,1
Geschreven bij Grisport Siena Low,Dames Wandelschoenen - Blauw - Maat 36 Tof artikel zeker kopen!,,1
Geschreven bij Grisport Siena Low,Dames Wandelschoenen - Groen/Roze - Maat 38 Dat ze heel smal uitvallen,,1
Geschreven bij Wolky Comfortschoenen e-Step,"zwart stretch leer Fijne schoenen, makkelijk aantrekken en lopen heerlijk",,1
Geschreven bij GRI Trento Mid,"Ze zitten goed, ze lopen goed. Ze zitten comfortabel en erg praktisch en goed voor dagelijks gebruik",,1
Geschreven bij Merrell Moab FST,"2 GTX Wandelschoenen Dames - Maat 39 Fijne wandelschoenen, soepel maar toch stevig, goede grip.",,1
"goede schoenen,, pasvorm maat 50",perfect... klittenband ook goed,,1
Geschreven bij Regatta Sandalen Haris,Dames Donkergrijs Maat 42 zit lekker,,1
Geschreven bij Original S.w.a.t. Wandelschoenen,Force 8 Heren Zwart Maat 41 Goede kwaliteit,,1
"Geschreven bij GRI 8637 ja,",flexibel en licht en zeer comfortabel,,1
Geschreven bij GRI 8637 Lopen,prettig en je hebt geen veters nodig.,,1
Geschreven bij Wolky Comfortschoenen Roll,Slipper zwart leer Heb al jaren deze instappers ze zijn super!,,1
Lekker loopt,,,1
Geschreven bij Regatta Samaris Ii,"Lage Wandelschoenen - Heren - Waterdicht - Ademend - Marine - Maat 42 Als je deze schoen koopt dat hebt je een toch wel goed produkt. Hij is mooi, soepel, hij is een beetje zwaar. Dus een degelijke schoen voor niet veel geld.Waar ik wel wil voor waarschuwen is de schoen is te klein. Ik heb normaal een schoenmaat 42. En ja deze is ook een ,42. Maar mijn voeten zitten er gekneld in. Niet zo erg dat ik er niet meer kan mee lopen, neen, maat het word wel pijnlijk als je een gehele dag in iets te kleine schoenen rond loopt.Normaal zit een 42 zelfs losjes aan mijn voeten, maar deze schoen klemt gewoon.Ik heb daar straks gaan kijken voor andere schoenen omdat mijn 2 paar versleten waren en nu blijkt zelf een 43 net groot genoeg te zijn.Vreemd genoeg kan ik nog in mijn andere 42 schoenen, maar nu blijkt dat de fabrikanten kleding en schoenen tussen de 2 a 3 % kleiner maken om materiaal te besparen.Broeken is het nog erger, daar heb ik 2 tot 3 maten groter. Vreemd want mijn broeken passen allemaal perfect, maar nieuwe kleding kan je best iets groter kopen.Wat ik zeker wil zeggen je zweet echt niet in deze schoen, hij voelt echt niet warm aan.",,1
"klasse schoen voor weinig, voelt","fijn aan, stevige goede zool, leer ziet er mooi uit en op funtionele plaatsen.. aanrader .snel geleverd ook",,1
Goede pasvorm,,,1
Geschreven bij Campagnolo Rigel Mid,"Outdoorschoenen Dames Wandelschoenen - Maat 40 - Vrouwen - grijs/roze/zwart Geen blaren gelopen, zelfs niet tijdens de eerste wandeling. Voelen niet zwaar aan, geven voldoende steun en ventilatie.",,1
Geschreven bij Hanwag Wandelschoenen Heren,"- Maat 46 Het 3e paar over de jaren. Enige die echt dagelijks gebruik goed overleven. Andere merken loop je binnen een jaar weg, deze gaan met regelmatig onderhoud een paar jaar mee. Aanrader dus!",,1
"Schoen met erg veel steun,","de demping van de zool is minder dan van de voorganger waar pu schuim in verwerkt was. Van deze verwacht ik een langere levensduur, het pu schuim verkruimelde na verloop van jaren. De pasvorm is uitstekend, evenals de afroleigenschappen ondanks dat het een wat stuggere schoen is. Maar ze zijn dan ook geschikt voor wat zwaardere omstandigheden, onregelmatigheden in het terrein dringen niet door tot de voetzool. Door de dikte van de zool sta je wat hoger op de schoen. De prijs is in overeenstemming met de geboden kwaliteit. Al met al geschikt voor lange wandelingen op elke ondergrond.",,1
Geschreven bij Zamberlan 320 New,trail lite evo gtx W 320pwogob brown 40.5 Goede service en de volgende dag in huis,,1
Geschreven bij Meindl vakuum men,gtx 2844.46 dunkelbraun - uk 8.5 Kwam als beste getest in consumentengids.,,1
Geschreven bij adidas Terrex AX3,"LEA EE9444, Mannen, Zwart, Trekkinglaarzen maat: 42 EU Het zijn heerlijke lichte goed uitziende wandelschoenen !",,1
Geschreven bij Meindl Wandelschoenen Ik,"heb voor het eerst in mijn leven zo'n kwaliteitswandelschoen gekocht. Ik heb de schoenen nu twee maanden en heb er al heel vaak mee gewandeld. De schoenen zijn prachtig om te zien; ze bieden veel steun bij het wandelen. Een weldaad voor je voeten. Ook de pasvorm is prima. Ik heb normaal maat 42, ook deze schoenen zijn maat 42. Lekker veel ruimte voor de tenen. Deze Meindl schoenen zijn ook duurzaam geproduceerd. Het milieu aspect speelde ook zeker mee bij mijn keuze. Ook op een ander terrein zijn deze schoenen duurzaam. Althans dat hoorde ik in mijn omgeving. Anderen doen wel 20 jaar met deze schoenen. Zo bekeken valt de prijs dan wel mee. Overigens wat de prijs betreft: op internet vind je flinke prijsverschillen voor deze schoenen. Dus wie een beetje oplet kan zomaar €50-€60 besparen.",,1
Heerlijke wandelschoenen. Kost wel wat!,,,1
Geschreven bij Hanwag Wandelschoenen -,Maat 42.5 - Vrouwen - zwart/blauw Super schoen. Loopt heerlijk.,,1
Geschreven bij Gri Sport Utah,"Mid Wandelschoenen even wennen, maar al na 2 keer wandelen (12 km) liepen ze geweldig. De Vibram zolen zijn echt fijn, goede demping! Ik zou zeggen: kopen en lopen...!",,1
Geschreven bij Regatta Holcombe IEP,"Low Outdoorschoenen Heren Wandelschoenen - Maat 45 - Mannen - blauw/grijs Ik heb deze schoen besteld in maat 45. Echter de schoenen zijn te krap. In de schoen zelf staat maat 45 aangegeven. En ook de maat Engelse maatvoering 10UK. Echter maat 10UK is geen maat 45, eerder 44 of 44 1/2. Beter is het om een maat groter te bestellen.",,0
Geschreven bij Regatta Holcombe IEP,"Low Outdoorschoenen Heren Wandelschoenen - Maat 47 - Mannen - blauw/grijs fijne stevige schoenen,ze waren wel iets krap voorin dus ik heb ze laten uitrekken bij de schoenmaker.kan mensen met deze maat adviseren om 47 half te nemen.",,0
Geschreven bij Regatta Holcombe IEP,"Low Heren Wandelschoenen - Navy/Grijs - Maat 48 Prima , stevige wandelschoen. Alleen de binnenkant van de hiel zou steviger kunnen.",,0
Geschreven bij Grisport Tampa Mid,"Wandelschoenen Unisex - Blue - Maat 38 Er staat bij valt normaal, dat is absoluut niet zo! Valt zeker een maat kleiner uit.",,1
Geschreven bij Grisport Tampa Mid,Wandelschoenen Unisex - Black - Maat 44 Nu nog op redelijk vlak terrein gewandeld. In de bergen nog niet gelopen. Verwacht dat ze net zo goed voldoen als op het platte vlak. Zit prima en makkelijk snel sluiten van het bovenste deel van de veters. Voor allebei (man en vrouw) tegen scherpe prijs gekocht. We vinden ze de fijnste wandel (berg)schoenen tot nu toe.,,1
Geschreven bij Grisport Tampa Mid,Wandelschoenen Unisex - Blue - Maat 40 De omschrijving komt niet overeen met de realiteit. De zool is niet wat de fabrikant belooft.,,1
Mijn vorige KEENS waren na,vele jaren intensief gebruik aan vervanging toe. Stevige sandaal waar je ook op ruw terein mee uit de voeten kan!,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Keen Newport Heren,Wandelsandalen Bison | Bruin | Leer | Maat 41 | K1001870 Mijn vorige KEENS waren na vele jaren intensief gebruik aan vervanging toe. Stevige sandaal waar je ook op ruw terein mee uit de voeten kan!,,1
Geschreven bij Merrell J73705 -,"Volwassenen Heren wandelschoenenVrije tijdsschoenenWandelschoenen - Kleur: Bruin - Maat: 44 Mijn 5 de paar merrell's, wel eerdere modellen. Dit zijn echt top wandel vrije tijdsschoenen, voor normaal sportief terrein.Let bij Merrell wel goed op met de maten, een 44 is in feite bijna een 42,5 vallen idd klein uit.Bestel dit merk dus 1,5 maat groter! heb je een 42,5 in werkelijke schoenmaat, bestel maar een 44, dit is geen grapje! Nog een minpunt mijn laatste bestelling merrell's hebben meer dan een week door Polen gereisd...",,1
Schoenen zijn erg glad na,in de regen buiten gelopen te hebben op droge vloer,,-1
Geschreven bij Regatta Regenlaarzen -,Maat 43 - Mannen - donkergroen Helaas de slechtste laarzen die ik ook heb gekocht. In now time 1 laars op meerdere plekken lek door spontaan scheuren van het rubber.,,-1
Geschreven bij Softscience The Daisy,"Pro PU Echt perfect! Zitten heerlijk. De maat klopt precies. Ik had ze gekocht omdat de zool uitneembaar is, en je er zelf een andere zool in kunt plaatsen, maar dit is echt niet nodig. De zool loopt fantastisch, en gelukkig niet hard. Ik hoop echt dat deze verkoper meer schoenen van dit merk gaat verkopen, want dan koop ik ze allemaal! Verder in Nederland niet verkrijgbaar namelijk, hopelijk bij Bol in de toekomst wel. Ik zal iig blijven kijken, wil nooit meer anders want ik heb altijd zeer pijnlijke voeten.",,1
Ongelooflijk fijne schoenen. Jammer dat,ze niet te koop zijn in het wit.,,1
Geschreven bij Grisport Arizona Low,"wandelschoenen blauw Leer - Dames - Maat 39 Een fijne wandelschoen met een stevige zool en goed profiel, door het goede voetbed heb ik een perfecte ondersteuning tijdens het wandelen en mijn dagelijkse bezigheden.",,1
Geschreven bij Regatta Mudplay Junior,Regenlaarzen Met Trekkoord - Outdoorlaarzen - Kinderen - Groen Mooi om naar te kijken maar scheuren bij gebruik. Zowel linker als rechterlaars zijn gescheurd door te wandelen.Zou opteren om 0 sterren te geven maar dit is niet mogelijk en ik leg me hierbij neer omdat ze wel mooi ogen.,,-1
Geschreven bij Regatta -Mudplay -,Laarzen - Kinderen - MAAT 37 - Bruin Ontzettend leuke laarzen maar ik kon ze na een week al weggooien.Helemaal kapot ! Echt waardeloos.Retour gezonden en niks meer gehoord.,,-1
Geschreven bij Travelin' Morvik Softshell,"Heren - Lichtgewicht Wandelschoenen - Maat 40 Lichte schoen met goede steun, ook de enkels en prima zool voor ( bijna) alle ondergronden.Travellin heeft grote keuze in maat.",,1
Geschreven bij Craghoppers Wandelschoenen Salado,Desert Mid Heren Kaki Mt 45 Is dit een categorie D schoen?Dus stijgijzers vast en alpinisme waardig?Verkoper ga je huiswerk doen!,,-1
Geschreven bij Travelin' Aborg -,"Dames Wandelschoenen - Waterdicht en ademend - Lichtgrijs leer - Maat 39 Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje",,1
Geschreven bij Meindl Wandelschoenen Mooi,"uiterlijk. Het leer ademt de sfeer uit van de bergschoen van vroeger . De schoen is lekker breed van voren. Ik had maat 44 en dat is ook een echte 44. Maat klopt dus prima. De binnenzool moet je wat inlopen, die gaat zich vormen naar je voet. Na eerst wat lopen op een loopband met helling ging de schoen steeds lekkerder zitten. Met goretex in de voering ook geen angst voor natte voeten: ik hou ze.",,1
Geschreven bij Heren Veterschoenen Panama,Jack Bota Panama C44 Donkerbruin - Maat 46 Lopen erg lekker,,1
Geschreven bij Meindl Journey Lady,"Mid Gtx - Dames - Wandelschoen - Comfort Fit - A/B Perfecte schoen, wandelt heerlijk. Blij dat ik ze gekocht heb.",,1
Geschreven bij Lomer Bio Naturale,"MTX low rood wandelschoenen uni (50082.A.20) Ik ben positief over dit artikel: voldoet aan verwachting, goede kwaliteit, handig in gebruik.",,1
Geschreven bij adidas TERREX Skyhiker,GTX - Gore-Tex - Heren Wandelschoenen Outdoor Trekking Schoenen Beige GZ0329 - Maat EU 49 1/3 UK 13.5 de schoenen zijn geweldig maar ze laten het lang op het depot liggen voor dat het verstuurd word zodat het dagen later komt dan afgesproken,,0
Geschreven bij Lomer Spider Ultra,"MTX - Wandelschoenen Dames - Light Grey/Ciliegia - maat 37 Online schoenen kopen kan lastig zijn. Soms valt de schoen groter of kleiner. Bij deze heb ik mijn eigen maat besteld en ze zitten heerlijk! Na ontvangst gelijk gaan wandelen, 2x 20 minuten. Geen zere voeten!",,1
Geschreven bij Lomer - Spider,Ultra MTX Wandelschoenen Dames Light Grey/Ciliegia - maat 38 Super snel geleverd. De schoenen sluiten goed om de voeten en lopen fantastisch. Geen vervelende naden die blaren kunnen veroorzaken. Ik ben zeer tevreden met mijn aankoop.,,1
Geschreven bij Grisport Oregon Mid,Wandelschoenen Unisex - Brown - Maat 40 De wandelschoenen na een week om de dag inlopen prima. Eigelijk al daarvoor alleen ze zijn wat stug als je past. Na 2 a 3 dagen ingelopen te hebben is die stugheid verdwenen en zitten ze nog lekkerder. De De enkel en de voet wordt goed ondersteunt.,,1
Geschreven bij Tracker II FG,"- Dames - Hoge Barefoot Schoenen - Obsidian ik heb de schoenen aangedaan en wil ze niet meer uitdoen, ze zitten en lopen echt heerlijk. Fijne service ook van de verkoper, De Trek Outdoor, bedankt!",,1
Geschreven bij Kappa Trekkinglaarzen Bright,"Mid Light 242075-4141 stevige modieuze schoen, ademt goed en is niet zwaar",,1
Geschreven bij Teva W Ridgeview,Low Wandelschoenen Dames - Donkergrijs - Maat 39 Prima goed zittende wandelschoen,,0
Geschreven bij Teva W Ridgeview,"Low Wandelschoenen Dames - Donkergrijs - Maat 39 het is Teva, meer hoef ik niet te zeggen",,0
"Onverslijtbaar, ik heb met een","eerde paar 6 jaar geleden de nijmeegse 4 daagse gelopen en daarna dagelijks gebruikt voor wandelingen en werk. Zou geen andere wandelschoenen meer willen, alleen maar pluspunten",,1
Geschreven bij Skechers Selmen-Helson Heren,Wandelschoenen - Brown - Maat 42 Past goed en loopt erg fijn kwaliteit ook erg hoog,,1
Fijne schoenen heb ze nu,in 3 kleuren. Blijven prachtig en zitten heerlijk,,1
Geschreven bij Wolky Comfortschoenen Roll,"Slide wit geprint leer Geweldige schoen,slipper, goede pasvorm, ik heb hele pijnlijke voeten maar hier kan ik goed op lopen.",,1
Geschreven bij Reebok Reebok Sawcut,7.0 Gtx Wandelschoenen Vrouwen blauw 39 De schoen loopt heerlijk goede kwaliteit,,1
Geschreven bij Regatta Lady Kota,"Low Wandelschoenen - Dames - Blauw Fijne wandelschoenen, waar ook de eigen inlegzool inpast",,1
Geschreven bij Magnum Storm Trail,"Lite M801593 - Zwart - 43 Verkoop door Benscore, ga naar de Benscore site en je ben goedkoper uit.Goed geregeld BOL.",,1
Geschreven bij Magnum Storm Trail,"Lite M801593 - Zwart - 45 Goede pasvorm en comfortabel. Joggen (verharde en onverharde paden) en buiten fitness, gaat prima. Even goed inlopen, omdat het stug aanvoelde, daarna voelde het soepel en dempend.",,1
Geschreven bij Travelin' Nyborg -,Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42 Stevige en fijn zittende schoen,,1
Geschreven bij Travelin' Nyborg -,Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42 Goede pasvorm hiel mag iets smaller,,1
Geschreven bij Travelin' Nyborg -,Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Schoen is perfect maar valt klein.Maat 39 net een half maatje te klein.,,1
Goede schoen fijne prijs.,,,1
Mooie schoenen en sterk.Ik heb,deze achoenen gekocht om de voeten droog te houden. Helaas worden je voeten gauw zeiknat. Ook laten de zeikanten binnen een paar maand los.Erg jammer!,,-1
Geschreven bij Regatta - Edgepoint,"Mid WP Heren Wandelschoen - Brnswick/Blk - Maat 46 Nooit meer! Retourproces is heel omslachtig, ik heb op 9 juni retour aangemeld en nog steeds mijn geld niet terug...",,-1
Eindelijk een goede stevige wandelschoen,voor mijn brede voeten,,1
Geschreven bij Meindl rapide lady,gtx - anthrazit/azur goede schoen,,1
Geschreven bij Meindl vakuum ultra,gtx 2849.46 Donkerbruin - Heren- uk 10.5 loopt lekker,,-1
Geschreven bij Meindl vakuum ultra,gtx 2849.46 Wandelschoenen Heren Donkerbruin - uk 9.0 Meindl wandelschoen. Voor mij nooit meer anders. Ze zijn prijzig maar qua kwaliteit en wsndelgenot het zeker waard.,,-1
Geschreven bij Meindl vakuum men,"ultra gtx 2849.46 dunkelbraun - uk 10.0 Stevige schoenen, zitten fijn en degelijk materiaal, let wel de ruimte bij tenen zijn voor gemiddeld naar gemiddeld groot. Maar zelf geen problemen mee.",,-1
Geschreven bij Travelin' Morvik Softshell,"Heren - Lichtgewicht Wandelschoenen - Maat 40 Lichte schoen met goede steun, ook de enkels en prima zool voor ( bijna) alle ondergronden.Travellin heeft grote keuze in maat.",,1
Geschreven bij Comforthulpmiddelen SchoenSpike Original,"- L schoenmaat 40-44 dit is het beste wat ik in al die jaren heb gehad, goede grip met ijzel, en nu met sneeuw/opvriezen van weggedeeltes zeer goede grip ,stalen pennen blijven ook goed als je op steen loopt nog geen slijtage,",,1
"Mooie kwaliteit schoen, loopt prima","en is waterdicht en de maat valt zoals je kan verwachten, valt niet kleiner of groter dan bij andere schoenen",,1
Geschreven bij GRI 8615 super,,,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 46 Heerlijke lopers!,,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Aangenaam dragen en vaste voet om te wandellen,,1
Geschreven bij Travelin' Nyborg -,"Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43 Zit goed, waterdicht voor de eerste twee uren, daarna niet of in ieder geval minder.",,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Top schoen. Zit lekker en kan uren wandelen zonder problemen. Zelfs 'inlopen' hoefde niet..,,1
Geschreven bij GRI Tiben Mid,Uitstekende pasvorm en vakkundig gemaakte wandelschoenen,,1
Geschreven bij GRI Tiben Mid,Vermoedelijk productiefout in mijn levering (1 vd “veterogen “ zat los. Teruggestuurd en snel aankoopbedrag retour. Normaal gesproken prima schoenen.,,1
Geschreven bij GRI Tiben Mid,Een prachtige stevige mooie fijne wandelschoen,,1
Geschreven bij GRI Tiben Mid,Prachtig leren schoenen hopelijk lopen ze ook lekker neem een maat kleiner ze vallen echt groot deze retour gezonden en heb maat 37 genomen.,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Hanwag Gritstone ll,GTX heren wandelschoen - Blauw - Maat 47 Uitstekende schoenen,,1
Geschreven bij Hanwag Gritstone ll,"GTX heren wandelschoen - Blauw - Maat 42,5 mooie schoen ,goede pasvorm",,1
Geschreven bij Kappa Vipos Tex,"T 260902T-1115, voor een jongen, Zwart, winterschoenen, maat: 39 Mooie Sneeuwbot maa op 1 van de sluitingen staat het woord kappa ondersteboven En dat vindt mijn zoon niet leuk",,-1
Geschreven bij GRI 41709 Goede,"pasvorm, mooie werkschoenen!",,1
Geschreven bij Grisport Graz Mid,"Wandelschoenen Unisex - Black - Maat 37 Zeer lichte, maar stevige en robuste wandelschoen.Waterdicht, goede grip op de ondergrond, goede enkelversteviging, sterke veters, niet te stroef.",,1
Geschreven bij Grisport Everest Mid,"Wandelschoenen Unisex - Black - Maat 43 Na aankoop direct 60 km mee gehiked in de Schotse Highlands. Bewezen waterdicht :) Geen centje pijn, stevig en soepel genoeg voor het de rotsachtige paden daar.",,1
Geschreven bij Grisport Everest Mid,Wandelschoenen Unisex - Black - Maat 43 Heerlijke schoenen.Lekker licht en zo lopen ze ook. Top,,1
Geschreven bij Grisport Everest Mid,Wandelschoenen Unisex - Black - Maat 42 Fijne schoen,,1
Geschreven bij Grisport Everest Mid,"Wandelschoenen Unisex - Black - Maat 42 Leuke schoen, goede pasvorm. Alleen jammer dat er 1 ijzertje van een veter na de eerste wandeling al is losgekomen... Productiefoutje??",,1
Geschreven bij Grisport Everest Mid,Wandelschoenen Unisex - Black - Maat 46 snelle en nette bezorging. Deze schoenen hebben een stevige pasvorm van goede kwaliteit. ze lopen wat stugger dan een sneakers maar gaan waarschijnlijk ook langer mee. Zeker zijn geld waard.,,1
Geschreven bij Lage Hiking Dames,Schoen Linz GH01 - grijs - 42 Goede stevige schoen voor deze prijs,,1
Geschreven bij Lage Hiking Dames,Schoen Linz GH01 - grijs - 40 Deze schoenen zitten als pantoffeltjes en zien er nog mooi uit ook!,,1
