ORDER_DETAIL_CODE,ORDER_DATE,ORDER_METHOD_CODE,PRODUCT_NUMBER,UNIT_SALE_PRICE
101617,2020-08-09,2,80,182.67
101642,2020-08-09,2,84,116.73
101709,2020-08-09,2,91,4.88
101757,2020-08-09,2,94,4.63
101795,2020-08-09,2,99,4.82
101264,2020-08-09,2,,7.32
101314,2020-08-09,2,12,650.89
101363,2020-08-09,2,19,265.14
101375,2020-08-09,2,21,40.65
101423,2020-08-09,2,29,73.5
101439,2020-08-09,2,31,16.29
101474,2020-08-09,2,37,52.15
101547,2020-08-09,2,71,95.62
101609,2020-01-28,4,79,134.11
101623,2020-01-28,4,81,85.56
101648,2020-01-28,4,85,359.6
101659,2020-01-28,4,86,5.59
101762,2020-01-28,4,95,5.55
101804,2020-01-28,4,100,5.53
101256,2020-01-28,4,3,23.8
101285,2020-01-28,4,7,66.77
101324,2020-01-28,4,14,585.84
101350,2020-01-28,4,18,
101360,2020-01-28,4,19,265.14
101378,2020-01-28,4,21,33.88
101399,2020-01-28,4,26,370.86
101452,2020-01-28,4,33,29.44
101460,2020-01-28,4,34,51.24
101610,2020-07-31,5,79,134.11
101619,2020-07-31,5,80,182.67
101653,2020-07-31,5,,1.86
101267,2020-07-31,5,4,7.32
101308,2020-07-31,5,10,19.29
101489,2020-07-31,5,41,35.09
101611,2020-04-07,2,79,134.11
101676,2020-04-07,2,88,6.63
101698,2020-04-07,2,89,6.55
101803,2020-04-07,2,100,5.53
101514,2020-04-07,2,66,98.01
101612,2020-10-09,7,18,134.11
101280,2020-10-09,7,6,
101450,2020-10-09,7,33,29.44
101529,2020-10-09,7,68,61.84
101539,2020-10-09,7,69,106.87
101613,2020-04-10,1,80,182.67
101630,2020-04-10,1,82,32.72
101708,2020-04-10,1,90,6.78
101768,2020-04-10,1,96,22.54
101789,2020-04-10,1,98,5.69
101792,2020-04-10,1,99,4.82
101282,2020-04-10,1,7,66.77
101346,2020-04-10,1,17,90.09
101348,2020-04-10,1,18,146.83
101382,2020-04-10,1,22,17.65
101404,2020-04-10,1,26,370.86
101475,2020-04-10,1,37,52.15
101481,2020-04-10,1,39,67.73
74.15,2020-04-10,1,72,148.3
101588,2020-04-10,1,76,40.52
101614,2020-02-14,2,80,182.67
101247,2020-02-14,2,1,6.59
101298,2020-02-14,2,9,13.22
101318,2020-02-14,2,12,549.34
101343,2020-02-14,2,17,90.09
101394,2020-02-14,2,24,76.86
101435,2020-02-14,2,31,16.29
101479,2020-02-14,2,39,67.73
101487,2020-02-14,2,40,27.81
101554,2020-02-14,2,,148.3
101582,2020-02-14,2,75,119.69
101615,2020-10-24,7,80,182.67
101295,2020-10-24,7,9,13.22
101359,2020-10-24,7,19,265.14
69.66,2020-10-24,7,,104.48
101442,2020-10-24,7,32,27.37
101463,2020-10-24,7,35,26.54
98.01,2020-10-24,7,,101513
101532,2020-10-24,7,69,106.87
101616,2020-08-18,1,80,182.67
6.63,2020-08-18,1,88,6.63
101697,2020-08-18,1,89,6.55
101248,2020-08-18,1,2,12.53
101257,2020-08-18,1,3,23.8
831.88,2020-08-18,1,15,720.45
101340,2020-08-18,1,17,
101455,2020-08-18,1,33,29.44
101516,2020-08-18,1,66,98.01
101585,2020-08-18,1,76,40.52
101618,2020-06-23,8,80,182.67
101712,2020-06-23,8,91,4.88
101746,2020-06-23,8,94,190
101243,2020-06-23,8,1,6.59
101255,2020-06-23,8,2,12.53
101259,2020-06-23,8,3,23.8
101277,2020-06-23,8,6,129.72
101491,2020-06-23,8,41,35.09
101546,2020-06-23,8,,122.7
101581,2020-06-23,8,75,119.69
101591,2020-06-23,8,77,92.29
101620,2020-10-20,2,81,85.56
101637,2020-10-20,2,83,96.44
101273,2020-10-20,2,5,54.93
101312,2020-10-20,2,11,370.13
101366,2020-10-20,2,20,127.27
101478,2020-10-20,2,38,
101520,2020-10-20,2,67,294.38
101621,2020-06-29,4,81,85.56
101636,2020-06-29,4,83,96.44
101640,2020-06-29,4,84,116.73
101647,2020-06-29,4,85,12
101663,2020-06-29,4,86,5.59
101769,2020-06-29,4,96,22.54
101239,2020-06-29,4,1,6.59
101334,2020-06-29,4,16,2.06
146.83,2020-06-29,4,18,146.83
101357,2020-06-29,4,19,265.14
101431,2020-06-29,4,30,14.77
101590,2020-06-29,4,,40.52
101593,2020-06-29,4,77,
101626,2020-06-19,2,82,32.72
101632,2020-06-19,2,83,96.44
101652,2020-06-19,2,,5.59
101669,2020-06-19,2,87,5.5
101703,2020-06-19,2,90,6.78
101261,2020-06-19,2,,23.8
101297,2020-06-19,2,9,13.22
101321,2020-06-19,2,13,582.41
101369,2020-06-19,2,20,127.27
101409,2020-06-19,2,27,460.52
101421,2020-06-19,2,29,73.5
101466,2020-06-19,2,35,26.54
101517,2020-06-19,2,66,
101577,2020-06-19,2,75,119.69
101587,2020-06-19,2,76,40.52
101627,2020-10-18,5,82,32.72
101650,2020-10-18,5,85,359.6
101304,2020-10-18,5,10,19.29
101352,2020-10-18,5,18,146.83
101377,2020-10-18,5,21,40.65
101380,2020-10-18,5,22,17.65
101406,2020-10-18,5,27,460.52
101523,2020-10-18,5,67,294.38
101565,2020-10-18,5,73,12.78
101598,2020-10-18,5,78,105.29
101628,2020-10-09,1,82,32.72
101815,2020-10-09,1,102,928.53
101848,2020-10-09,1,109,76.86
101859,2020-10-09,1,111,180.63
101319,2020-10-09,1,13,582.41
101345,2020-10-09,1,17,90.09
101417,2020-10-09,1,28,33.59
101422,2020-10-09,1,29,73.5
101492,2020-10-09,1,63,48.88
101508,2020-10-09,1,65,
101629,2020-09-10,4,82,32.72
101641,2020-09-10,4,84,116.73
101649,2020-09-10,4,85,359.6
101675,2020-09-10,4,87,5.5
101685,2020-09-10,4,88,6.63
101770,2020-09-10,4,,22.54
101246,2020-09-10,4,1,6.59
101270,2020-09-10,4,4,7.32
101337,2020-09-10,4,17,90.09
101372,2020-09-10,4,20,
40.65,2020-09-10,4,21,40.65
101437,2020-09-10,4,31,16.29
101469,2020-09-10,4,36,34.9
101518,2020-09-10,4,,294.38
101531,2020-09-10,4,68,61.84
101580,2020-09-10,4,75,119.69
101631,2020-10-11,7,82,32.72
101798,2020-10-11,7,100,5.53
101811,2020-10-11,7,102,928.53
101829,2020-10-11,7,105,1471.08
101832,2020-10-11,7,106,
101871,2020-10-11,7,113,12.81
101873,2020-10-11,7,114,219.3
101393,2020-10-11,7,24,76.86
101405,2020-10-11,7,26,370.86
101430,2020-10-11,7,29,73.5
61.84,2020-10-11,7,68,61.84
101536,2020-10-11,7,69,106.87
101552,2020-10-11,7,71,95.62
101633,2020-05-12,2,83,96.44
101638,2020-05-12,2,84,116.73
101668,2020-05-12,2,87,5.5
101687,2020-05-12,2,,6.63
101735,2020-05-12,2,93,4.5
101752,2020-05-12,2,94,4.63
101810,2020-05-12,2,101,630.25
101820,2020-05-12,2,103,532.75
101826,2020-05-12,2,105,1344.48
101839,2020-05-12,2,107,1359.72
101851,2020-05-12,2,109,76.86
101863,2020-05-12,2,111,180.63
101251,2020-05-12,2,2,12.53
101341,2020-05-12,2,17,90.09
101401,2020-05-12,2,26,
101500,2020-05-12,2,58,41.61
101538,2020-05-12,2,69,106.87
101584,2020-05-12,2,76,40.52
101634,2020-06-24,2,83,
101646,2020-06-24,2,85,359.6
101701,2020-06-24,2,90,6.78
101763,2020-06-24,2,95,5.55
101778,2020-06-24,2,97,33.68
101269,2020-06-24,2,4,
101544,2020-06-24,2,70,122.7
101571,2020-06-24,2,74,16.64
101592,2020-06-24,2,77,92.29
101635,2020-01-18,3,83,96.44
101658,2020-01-18,3,86,5.59
101690,2020-01-18,3,89,6.55
101705,2020-01-18,3,90,6.78
101710,2020-01-18,3,91,4.88
101726,2020-01-18,3,92,4.92
101464,2020-01-18,3,35,26.54
101644,2020-10-11,2,85,359.6
101275,2020-10-11,2,5,54.93
101287,2020-10-11,2,7,66.77
101293,2020-10-11,2,8,151.77
101335,2020-10-11,2,16,2.06
104.48,2020-10-11,2,23,101386
101407,2020-10-11,2,27,460.52
101429,2020-10-11,2,29,73.5
101434,2020-10-11,2,30,14.77
101446,2020-10-11,2,32,18.25
101498,2020-10-11,2,64,41.61
101519,2020-10-11,2,67,294.38
101568,2020-10-11,2,74,16.64
101579,2020-10-11,2,75,119.69
101645,2020-06-27,1,85,359.6
101670,2020-06-27,1,87,5.5
101714,2020-06-27,1,91,4.88
101731,2020-06-27,1,,4.5
101367,2020-06-27,1,20,127.27
101419,2020-06-27,1,28,33.59
101453,2020-06-27,1,33,29.44
101473,2020-06-27,1,37,52.15
101484,2020-06-27,1,40,27.81
101651,2020-10-22,2,86,5.59
101838,2020-10-22,2,107,1359.72
101861,2020-10-22,2,111,180.63
101868,2020-10-22,2,113,12.81
101322,2020-10-22,2,13,582.41
101441,2020-10-22,2,32,27.37
101528,2020-10-22,2,68,61.84
101575,2020-10-22,2,74,16.64
101654,2020-03-16,5,86,5.59
101783,2020-03-16,5,98,5.69
101825,2020-03-16,5,105,
101339,2020-03-16,5,17,90.09
101573,2020-03-16,5,74,16.64
101656,2020-10-16,2,86,5.59
101836,2020-10-16,2,106,1161.46
101849,2020-10-16,2,109,76.86
101347,2020-10-16,2,17,26
101398,2020-10-16,2,25,285.89
101416,2020-10-16,2,28,33.59
101426,2020-10-16,2,29,73.5
101495,2020-10-16,2,63,48.88
5.59,2020-09-14,4,86,5.59
101858,2020-09-14,4,110,126.73
101400,2020-09-14,4,26,370.86
101660,2020-10-15,2,86,5.59
101806,2020-10-15,2,,630.25
101818,2020-10-15,2,103,
101876,2020-10-15,2,114,219.3
101427,2020-10-15,2,29,73.5
101451,2020-10-15,2,33,29.44
101537,2020-10-15,2,69,106.87
101558,2020-10-15,2,72,148.3
101661,2020-08-10,4,86,5.59
101674,2020-08-10,4,87,5.5
101689,2020-08-10,4,89,6.55
101842,2020-08-10,4,107,1359.72
101850,2020-08-10,4,109,76.86
101392,2020-08-10,4,24,76.86
101402,2020-08-10,4,26,370.86
101662,2020-04-01,1,86,92
101732,2020-04-01,1,93,4.5
101745,2020-04-01,1,94,4.63
101846,2020-04-01,1,108,910.82
101862,2020-04-01,1,111,180.63
101354,2020-04-01,1,18,97.87
101496,2020-04-01,1,63,48.88
101502,2020-04-01,1,64,41.61
101570,2020-04-01,1,74,16.64
101664,2020-09-10,1,87,36
101693,2020-09-10,1,89,6.55
101727,2020-09-10,1,92,4.92
101743,2020-09-10,1,93,4.5
101758,2020-09-10,1,94,4.63
101761,2020-09-10,1,,5.55
101791,2020-09-10,1,99,4.82
101242,2020-09-10,1,1,6.59
101301,2020-09-10,1,9,13.22
101313,2020-09-10,1,12,626.44
101332,2020-09-10,1,15,768.71
101368,2020-09-10,1,20,127.27
101384,2020-09-10,1,23,104.48
101408,2020-09-10,1,27,460.52
101665,2020-07-09,5,87,5.5
101785,2020-07-09,5,98,5.69
101241,2020-07-09,5,,6.59
101266,2020-07-09,5,4,7.32
101271,2020-07-09,5,5,54.93
101278,2020-07-09,5,6,129.72
101284,2020-07-09,5,7,48.38
101300,2020-07-09,5,,13.22
101307,2020-07-09,5,10,19.29
101522,2020-07-09,5,67,294.38
101533,2020-07-09,5,69,106.87
101563,2020-07-09,5,73,9.13
101672,2020-05-27,2,87,5.5
101720,2020-05-27,2,91,4.88
101807,2020-05-27,2,101,630.25
101831,2020-05-27,2,106,1161.46
101311,2020-05-27,2,11,
101342,2020-05-27,2,17,90.09
101507,2020-05-27,2,65,81.55
101673,2020-04-03,7,87,5.5
101707,2020-04-03,7,90,6.78
101756,2020-04-03,7,94,4.63
101771,2020-04-03,7,96,22.54
101814,2020-04-03,7,102,928.53
101819,2020-04-03,7,103,532.75
101415,2020-04-03,7,28,33.59
101433,2020-04-03,7,30,14.77
101509,2020-04-03,7,65,81.55
101677,2020-07-23,1,88,6.63
101692,2020-07-23,1,89,6.55
101702,2020-07-23,1,90,6.78
101713,2020-07-23,1,91,4.88
101729,2020-07-23,1,92,4.92
101823,2020-07-23,1,104,789.02
101828,2020-07-23,1,105,668.67
101506,2020-07-23,1,65,81.55
101543,2020-07-23,1,70,122.7
101681,2020-08-20,5,88,6.63
101691,2020-08-20,5,89,6.55
101718,2020-08-20,5,91,4.88
101796,2020-08-20,5,99,4.82
101808,2020-08-20,5,101,630.25
101827,2020-08-20,5,105,1471.08
101834,2020-08-20,5,106,1161.46
101353,2020-08-20,5,18,146.83
101403,2020-08-20,5,26,370.86
101682,2020-03-31,2,88,6.63
101728,2020-03-31,2,92,4.92
101739,2020-03-31,2,93,4.5
101790,2020-03-31,2,99,4.82
101833,2020-03-31,2,106,1161.46
101283,2020-03-31,2,7,66.77
101449,2020-03-31,2,33,29.44
101557,2020-03-31,2,72,
101683,2020-04-24,4,88,6.63
101724,2020-04-24,4,92,4.92
101765,2020-04-24,4,95,5.55
101781,2020-04-24,4,98,5.69
101799,2020-04-24,4,100,5.53
101370,2020-04-24,4,20,127.27
101395,2020-04-24,4,25,285.89
101438,2020-04-24,4,31,16.29
101444,2020-04-24,4,32,27.37
101459,2020-04-24,4,34,51.24
101515,2020-04-24,4,66,98.01
101569,2020-04-24,4,74,16.64
101594,2020-04-24,4,77,92.29
101688,2020-05-19,,,6.63
101696,2020-05-19,,89,6.55
101723,2020-05-19,,92,4.92
101734,2020-05-19,,93,4.5
101854,2020-05-19,,110,126.73
101867,2020-05-19,,112,10.64
101323,2020-05-19,,14,677.03
101493,2020-05-19,,63,48.88
101556,2020-05-19,,72,148.3
101597,2020-05-19,,32,105.29
101694,2020-09-19,2,89,6.55
101740,2020-09-19,2,93,4.5
101749,2020-09-19,2,94,42
101784,2020-09-19,2,98,5.69
101844,2020-09-19,2,108,910.82
101526,2020-09-19,2,68,61.84
101695,2020-04-08,7,89,6.55
101730,2020-04-08,7,92,4.92
101733,2020-04-08,7,93,4.5
101766,2020-04-08,7,95,5.55
101787,2020-04-08,7,98,5.69
101797,2020-04-08,7,100,5.53
101853,2020-04-08,7,,110
101292,2020-04-08,7,8,151.77
101325,2020-04-08,7,14,677.03
101511,2020-04-08,7,65,81.55
101530,2020-04-08,7,68,61.84
101699,2020-05-18,3,89,6.55
101717,2020-05-18,3,91,4.88
101748,2020-05-18,3,94,4.63
101841,2020-05-18,3,107,1359.72
101847,2020-05-18,3,108,910.82
101864,2020-05-18,3,112,10.64
101396,2020-05-18,3,25,285.89
101440,2020-05-18,3,32,27.37
101504,2020-05-18,3,64,41.61
101700,2020-08-06,2,90,6.78
101725,2020-08-06,2,92,4.92
101742,2020-08-06,2,93,4.5
101744,2020-08-06,2,,76
101793,2020-08-06,2,99,4.82
101310,2020-08-06,2,11,370.13
101362,2020-08-06,2,19,265.14
101373,2020-08-06,2,21,40.65
17.65,2020-08-06,2,22,17.65
101397,2020-08-06,2,25,285.89
101436,2020-08-06,2,31,16.29
101521,2020-08-06,2,67,294.38
101595,2020-08-06,2,77,92.29
101706,,7,90,6.78
101411,,7,27,460.52
101465,,7,35,26.54
101485,,7,40,27.81
101527,,7,68,61.84
101715,2020-04-05,7,91,4.88
101754,2020-04-05,7,94,4.63
101786,2020-04-05,7,98,5.69
101329,2020-04-05,7,15,660.21
101385,2020-04-05,7,23,104.48
101462,2020-04-05,7,35,26.54
101472,2020-04-05,7,36,34.9
101545,2020-04-05,7,70,122.7
101559,2020-04-05,7,73,12.78
101716,2020-05-31,2,91,4.88
101760,2020-05-31,2,95,5.55
101802,2020-05-31,2,100,5.53
101822,2020-05-31,2,104,789.02
101830,2020-05-31,2,105,1471.08
101872,2020-05-31,2,,219.3
101252,2020-05-31,2,2,12.53
101356,2020-05-31,2,18,146.83
101413,2020-05-31,2,28,33.59
101432,2020-05-31,2,30,14.77
101501,2020-05-31,2,64,41.61
101737,2020-06-30,2,93,4.5
101800,2020-06-30,2,100,5.53
101835,2020-06-30,2,106,1161.46
101494,2020-06-30,2,63,
101550,2020-06-30,2,18,95.62
101738,2020-08-10,7,93,4.5
101747,2020-08-10,7,94,4.63
101782,2020-08-10,7,98,5.69
101855,2020-08-10,7,110,126.73
101503,2020-08-10,7,64,41.61
101750,2020-04-05,2,94,4.63
101773,2020-04-05,2,96,22.54
101272,2020-04-05,2,5,54.93
101327,2020-04-05,2,14,677.03
101333,2020-04-05,2,16,2.06
101358,2020-04-05,2,19,265.14
101424,2020-04-05,2,29,73.5
101470,2020-04-05,2,36,34.9
101488,2020-04-05,2,41,35.09
101566,2020-04-05,2,73,12.78
101764,2020-09-09,7,95,5.55
101852,2020-09-09,7,109,76.86
101860,2020-09-09,7,111,180.63
101877,2020-09-09,7,115,10.71
101418,2020-09-09,7,28,20
101448,2020-09-09,7,32,27.37
101801,2020-10-04,7,100,5.53
101250,2020-10-04,7,2,12.53
101294,2020-10-04,7,8,
101296,2020-10-04,7,9,13.22
101306,2020-10-04,7,10,19.29
101379,2020-10-04,7,22,17.65
101412,2020-10-04,7,27,255.85
101467,2020-10-04,7,36,34.9
101555,2020-10-04,7,72,148.3
101809,2020-10-24,1,6,630.25
101824,2020-10-24,1,104,789.02
101857,2020-10-24,1,110,126.73
101869,2020-10-24,1,113,12.81
101249,2020-10-24,1,2,12.53
101317,2020-10-24,1,12,579.03
101586,2020-10-24,1,76,40.52
101813,2020-09-30,2,102,928.53
101856,2020-09-30,2,110,126.73
101878,2020-09-30,2,115,10.71
101881,2021-09-12,5,1,5.73
101908,2021-09-12,5,3,21.89
101934,2021-09-12,5,6,118.18
101946,2021-09-12,5,7,62.52
101990,2021-09-12,5,12,611.08
102004,2021-09-12,5,14,593.41
102063,2021-09-12,5,20,108.05
102072,2021-09-12,5,21,35.43
102128,2021-09-12,5,27,412.35
28.94,2021-09-12,5,34,43.7
102215,2021-09-12,5,36,28.81
102307,2021-09-12,5,48,99.76
102338,2021-09-12,5,51,63.77
102369,2021-09-12,5,54,48.95
102442,2021-09-12,5,60,18.29
102463,2021-09-12,5,62,74.22
102502,2021-09-12,5,67,
102570,2021-09-12,5,76,37.56
102594,2021-09-12,5,79,128.42
102643,2021-09-12,5,85,282.6
102676,2021-09-12,5,90,6.26
102684,2021-09-12,5,91,4.48
102717,2021-09-12,5,95,5.44
102726,2021-09-12,5,98,5.38
101882,2021-09-22,7,1,5.73
21.89,2021-09-22,7,,101911
101963,2021-09-22,7,9,11.71
102033,2021-09-22,7,17,80.79
102221,2021-09-22,7,38,29.29
102265,2021-09-22,7,,324.48
102295,2021-09-22,7,47,60.52
102343,2021-09-22,7,51,
102359,2021-09-22,7,53,37.79
102378,2021-09-22,7,55,
102441,2021-09-22,7,60,18.29
102471,2021-09-22,7,62,74.22
102505,2021-09-22,7,68,57.97
102523,2021-09-22,7,70,115.95
102599,2021-09-22,7,80,153.94
102608,2021-09-22,7,81,77.68
101883,2021-10-21,1,1,6.03
101927,2021-10-21,1,5,54.09
101984,2021-10-21,1,12,633
102125,2021-10-21,1,27,441.8
102276,2021-10-21,1,44,
102334,2021-10-21,1,,68.94
102360,2021-10-21,1,53,39.49
102368,2021-10-21,1,54,51.54
102404,2021-10-21,1,57,77.94
102416,2021-10-21,1,58,79.65
102437,2021-10-21,1,60,19.78
102516,2021-10-21,1,69,104.54
102548,2021-10-21,1,,12.15
102628,2021-10-21,1,84,113.73
102638,2021-10-21,1,85,177.17
101884,2021-02-19,7,1,6.03
101964,2021-02-19,7,9,12.15
17.4,2021-02-19,7,10,
102099,2021-02-19,7,24,76.73
102160,2021-02-19,7,30,13.57
102179,2021-02-19,7,32,25.31
102188,2021-02-19,7,33,27.3
102278,2021-02-19,7,44,341.54
102290,2021-02-19,7,46,73.55
102299,2021-02-19,7,47,
102358,2021-02-19,7,53,39.49
102537,2021-02-19,7,72,147.57
102563,2021-02-19,7,75,115.84
102620,2021-02-19,7,82,30.71
102710,2021-02-19,7,94,4.78
101885,2021-06-28,5,1,6.03
101937,2021-06-28,5,8,123.56
101986,2021-06-28,5,12,622.9
102013,2021-06-28,5,15,756.82
102023,2021-06-28,5,16,2.05
102037,2021-06-28,5,17,84.41
102054,2021-06-28,5,19,245.66
102067,2021-06-28,5,22,112.9
102090,2021-06-28,5,23,97.87
102163,2021-06-28,5,31,15.6
102201,2021-06-28,5,35,24.86
102220,2021-06-28,5,37,47.88
102242,2021-06-28,5,41,32.7
102264,2021-06-28,5,43,189.77
102284,2021-06-28,5,45,555.53
102289,2021-06-28,5,46,
102370,2021-06-28,5,54,34.36
102375,2021-06-28,5,55,7.8
102390,2021-06-28,5,56,17.09
102400,2021-06-28,5,57,77.94
102465,2021-06-28,5,62,79.11
102521,2021-06-28,5,69,104.54
102583,2021-06-28,5,77,90.63
101886,2021-05-21,2,1,5.73
62.52,2021-05-21,2,7,65.23
101951,2021-05-21,2,8,126.16
101983,2021-05-21,2,12,
102007,2021-05-21,2,14,593.41
102019,2021-05-21,2,16,1.89
102058,2021-05-21,2,19,231.85
102069,2021-05-21,2,20,108.05
102095,2021-05-21,2,24,74.81
102104,2021-05-21,2,25,245.35
102124,2021-05-21,2,27,412.35
102326,2021-05-21,2,50,3.63
102362,2021-05-21,2,53,37.79
102367,2021-05-21,2,54,48.95
102384,2021-05-21,2,55,7.21
102413,2021-05-21,2,58,76.23
102440,2021-05-21,2,60,18.29
102581,2021-05-21,2,77,83.84
102595,2021-05-21,2,79,128.42
101887,2021-10-11,2,1,6.03
101917,2021-10-11,2,4,
101928,2021-10-11,2,5,54.09
101975,2021-10-11,2,10,17.4
102003,2021-10-11,2,14,
102077,2021-10-11,2,12,15.28
102119,2021-10-11,2,27,441.8
102191,2021-10-11,2,,46.31
102210,2021-10-11,2,36,30.64
102217,2021-10-11,2,37,47.88
102275,2021-10-11,2,44,269.2
102300,2021-10-11,2,47,63.49
102308,2021-10-11,2,48,53.93
102330,2021-10-11,2,51,68.94
102355,2021-10-11,2,53,39.49
102385,2021-10-11,2,55,7.8
77.94,2021-10-11,2,57,102403
102447,2021-10-11,2,61,39.04
102511,2021-10-11,2,68,60.06
101888,2021-09-21,2,1,6.03
101895,2021-09-21,2,2,12.13
101910,2021-09-21,2,3,22.84
101916,2021-09-21,2,4,7.15
101979,2021-09-21,2,11,354.29
102030,2021-09-21,2,17,84.41
102075,2021-09-21,2,21,36.34
102080,2021-09-21,2,22,15.28
102159,2021-09-21,2,,13.57
102214,2021-09-21,2,36,30.64
102296,2021-09-21,2,47,63.49
102305,2021-09-21,2,48,107.86
102372,2021-09-21,2,54,51.54
102376,2021-09-21,2,55,7.8
102456,2021-09-21,2,61,39.04
102462,2021-09-21,2,62,79.11
102503,2021-09-21,2,67,255.07
4.01,2021-04-18,2,1,6.03
101931,2021-04-18,2,6,87.63
101944,2021-04-18,2,7,65.23
101978,2021-04-18,2,11,354.29
101994,2021-04-18,2,13,448.57
102051,2021-04-18,2,19,245.66
102074,2021-04-18,2,21,36.34
102177,2021-04-18,2,32,25.31
102184,2021-04-18,2,72,27.3
102204,2021-04-18,2,35,18.42
102209,2021-04-18,2,36,30.64
102257,2021-04-18,2,43,189.77
102271,2021-04-18,2,44,341.54
102293,2021-04-18,2,46,73.55
3.92,2021-04-18,2,50,102329
102363,2021-04-18,2,53,39.49
102387,2021-04-18,2,55,7.8
102543,2021-04-18,2,73,12.15
102552,2021-04-18,2,74,64
102607,2021-04-18,2,81,83.98
102714,2021-04-18,2,94,4.78
101890,2021-03-13,,1,6.03
101930,2021-03-13,,5,54.09
101936,2021-03-13,,6,123.56
102056,2021-03-13,,19,233.61
102062,2021-03-13,,,112.9
102111,2021-03-13,,26,326.86
102181,2021-03-13,,33,27.3
102195,2021-03-13,,34,46.31
102226,2021-03-13,,39,66.66
102274,2021-03-13,,44,341.54
102346,2021-03-13,,52,36.7
34.36,2021-03-13,,54,51.54
102448,2021-03-13,,61,39.04
102541,2021-03-13,,16,147.57
102579,2021-03-13,,77,90.63
102597,2021-03-13,,79,133.63
102613,2021-03-13,,82,30.71
102688,2021-03-13,,91,4.92
101891,2021-04-06,4,2,11.71
102040,2021-04-06,4,18,127.06
102531,2021-04-06,4,71,86.23
102667,2021-04-06,4,88,6.01
102698,2021-04-06,4,93,4.38
102713,2021-04-06,4,94,
102741,2021-04-06,4,101,513.5
102760,2021-04-06,4,104,650.23
102770,2021-04-06,4,105,1127.5
102777,2021-04-06,4,106,926.47
102832,2021-04-06,4,114,181.35
101892,2021-06-16,4,2,11.71
101976,2021-06-16,4,11,354.29
102137,2021-06-16,4,28,29.53
102572,2021-06-16,4,76,37.56
102596,2021-06-16,4,79,128.42
102723,2021-06-16,4,97,33.29
102747,2021-06-16,4,102,758.86
102768,2021-06-16,4,105,
102806,2021-06-16,4,110,112.19
102810,2021-06-16,4,111,165.39
102831,2021-06-16,4,114,181.35
101893,2021-10-25,2,2,12.13
101912,2021-10-25,2,3,22.84
102018,2021-10-25,2,16,2.05
102064,2021-10-25,2,20,112.9
102079,2021-10-25,2,22,15.28
102121,2021-10-25,2,27,441.8
102180,2021-10-25,2,33,27.3
102236,2021-10-25,2,40,25.29
102255,2021-10-25,2,42,151.38
102373,2021-10-25,2,54,51.54
102408,2021-10-25,2,58,79.65
102429,2021-10-25,2,59,59.25
102455,2021-10-25,2,61,52
102478,2021-10-25,2,64,40.2
102555,2021-10-25,2,74,16.02
102602,2021-10-25,2,80,164.08
102625,2021-10-25,2,83,92.56
101894,2021-08-04,7,,11.71
101924,2021-08-04,7,,
102012,2021-08-04,7,15,718.97
102036,2021-08-04,7,17,80.79
100.91,2021-08-04,7,42,143.8
102260,2021-08-04,7,43,180.27
102402,2021-08-04,7,57,72.09
102464,2021-08-04,7,62,74.22
102604,2021-08-04,7,,153.94
102664,2021-08-04,7,88,6.01
102709,2021-08-04,7,94,4.36
101896,2021-01-31,2,2,11.71
101954,2021-01-31,2,8,126.16
102035,2021-01-31,2,17,80.79
102068,2021-01-31,2,20,108.05
102100,2021-01-31,2,24,74.81
245.35,2021-01-31,2,25,102102
102199,2021-01-31,2,34,43.7
102211,2021-01-31,2,,28.81
102261,2021-01-31,2,43,180.27
102282,2021-01-31,2,45,527.76
102301,2021-01-31,2,47,
102311,2021-01-31,2,48,99.76
102356,2021-01-31,2,53,37.79
102415,2021-01-31,2,58,76.23
59.25,2021-01-31,2,24,57.2
102434,2021-01-31,2,60,18.29
102450,2021-01-31,2,61,36.11
102606,2021-01-31,2,80,153.94
102621,2021-01-31,2,24,87.37
102629,2021-01-31,2,84,108.84
102694,2021-01-31,2,92,4.48
102725,2021-01-31,2,98,5.38
101897,2021-03-25,4,2,12.13
101914,2021-03-25,4,4,7.15
101952,2021-03-25,4,8,134.63
102138,2021-03-25,4,,30.44
102140,2021-03-25,4,29,71.02
102178,2021-03-25,4,32,25.31
102193,2021-03-25,4,34,46.31
102200,2021-03-25,4,35,24.86
102249,2021-03-25,4,42,151.38
102349,2021-03-25,4,,36.7
102353,2021-03-25,4,53,39.49
102427,2021-03-25,4,59,59.25
102484,2021-03-25,4,64,40.2
102627,2021-03-25,4,83,92.56
101898,2021-07-08,8,2,9.32
101920,2021-07-08,8,4,7.15
102057,2021-07-08,8,19,183.46
102114,2021-07-08,8,26,326.86
102149,2021-07-08,8,29,71.02
102164,2021-07-08,8,31,15.6
102186,2021-07-08,8,33,27.3
102212,2021-07-08,8,36,30.64
102228,2021-07-08,8,39,44
102280,2021-07-08,8,45,555.53
102325,2021-07-08,8,50,3.92
102337,2021-07-08,8,51,68.94
102544,2021-07-08,8,73,12.15
102580,2021-07-08,8,77,90.63
102603,2021-07-08,8,80,164.08
101899,2021-02-20,2,2,12.13
101970,2021-02-20,2,10,17.4
102032,2021-02-20,2,,84.41
102071,2021-02-20,2,21,36.34
102083,2021-02-20,2,22,15.28
102087,2021-02-20,2,23,97.87
102115,2021-02-20,2,26,326.86
102131,2021-02-20,2,28,30.44
